"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-3", "2362", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2363", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2364", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2365", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2366", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2367", "SYSTEM", "Method Exit", " returner=Database:1#request_write:15, value=<void>"
"Thread-5", "2368", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2369", "SYSTEM", "Method Returned", " "
"Thread-3", "2370", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2371", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-3", "2372", "SYSTEM", "Field Read", " context=Writer:4, d"
"Thread-5", "2373", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2374", "SYSTEM", "Field Read", " context=Writer:4, x"
"Thread-5", "2375", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2376", "SYSTEM", "Method Call", " caller=Writer:4#run:4, target=Database:1#write:17"
"Thread-3", "2377", "SYSTEM", "Method Entered", " "
"Thread-3", "2378", "SYSTEM", "Variable Write", " context=Database:1#write:17, x=1000"
"Thread-3", "2379", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2380", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2381", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2382", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-5", "2383", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "2384", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-3", "2385", "SYSTEM", "Field Write", " context=Database:1, data=24344"
"Thread-6", "2386", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2387", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2388", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2389", "SYSTEM", "Method Exit", " returner=Database:1#write:17, value=<void>"
"Thread-3", "2390", "SYSTEM", "Method Returned", " "
"Thread-3", "2391", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2392", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2393", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "2394", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2395", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-8", "2396", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2397", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "2398", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2399", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2400", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-9", "2401", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-9", "2402", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2403", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "2404", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2405", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2406", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-0", "2407", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-0", "2408", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "2409", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2410", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "2411", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-0", "2412", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2413", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2414", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2415", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2416", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-1", "2417", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "2418", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-1", "2419", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2420", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-1", "2421", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "2422", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2423", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "2424", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-1", "2425", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2426", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2427", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2428", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-3", "2429", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2430", "SYSTEM", "Field Read", " context=Writer:4, d"
"Thread-3", "2431", "SYSTEM", "Method Call", " caller=Writer:4#run:4, target=Database:1#done_write:17"
"Thread-3", "2432", "SYSTEM", "Method Entered", " "
"Thread-3", "2433", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2434", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2435", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2436", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-3", "2437", "SYSTEM", "Field Write", " context=Database:1, w=0"
"Thread-3", "2438", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2439", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-3", "2440", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2441", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2442", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-4", "2443", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2444", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2445", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "2446", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2447", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2448", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2449", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2450", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-5", "2451", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2452", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2453", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "2454", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2455", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2456", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2457", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2458", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2459", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "2460", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2461", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2462", "SYSTEM", "Method Exit", " returner=Database:1#done_write:17, value=<void>"
"Thread-4", "2463", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2464", "SYSTEM", "Method Returned", " "
"Thread-3", "2465", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2466", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-3", "2467", "SYSTEM", "Variable Write", " context=Writer:4#run:4, i=4"
"Thread-3", "2468", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2469", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-3", "2470", "SYSTEM", "Field Read", " context=Writer:4, d"
"Thread-4", "2471", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2472", "SYSTEM", "Method Call", " caller=Writer:4#run:4, target=Database:1#request_write:22"
"Thread-3", "2473", "SYSTEM", "Method Entered", " "
"Thread-3", "2474", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2475", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-3", "2476", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2477", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-4", "2478", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2479", "SYSTEM", "Field Write", " context=Database:1, w=1"
"Thread-4", "2480", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2481", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2482", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-4", "2483", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2484", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2485", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2486", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2487", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2488", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2489", "SYSTEM", "Method Exit", " returner=Database:1#request_write:14, value=<void>"
"Thread-2", "2490", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-4", "2491", "SYSTEM", "Method Returned", " "
"Thread-4", "2492", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2493", "SYSTEM", "Field Write", " context=Database:1, ww=2"
"Thread-4", "2494", "SYSTEM", "Field Read", " context=Writer:5, d"
"Thread-2", "2495", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2496", "SYSTEM", "Field Read", " context=Writer:5, x"
"Thread-2", "2497", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-4", "2498", "SYSTEM", "Method Call", " caller=Writer:5#run:5, target=Database:1#write:18"
"Thread-4", "2499", "SYSTEM", "Method Entered", " "
"Thread-4", "2500", "SYSTEM", "Variable Write", " context=Database:1#write:18, x=10000"
"Thread-4", "2501", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2502", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-4", "2503", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-2", "2504", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2505", "SYSTEM", "Field Write", " context=Database:1, data=34344"
"Thread-2", "2506", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-4", "2507", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2508", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-4", "2509", "SYSTEM", "Method Exit", " returner=Database:1#write:18, value=<void>"
"Thread-2", "2510", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2511", "SYSTEM", "Method Returned", " "
"Thread-4", "2512", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2513", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2514", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2515", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2516", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-7", "2517", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-7", "2518", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2519", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "2520", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2521", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2522", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-5", "2523", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-5", "2524", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2525", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-5", "2526", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2527", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2528", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "2529", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-6", "2530", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2531", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-6", "2532", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2533", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2534", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "2535", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-8", "2536", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2537", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "2538", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2539", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2540", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-3", "2541", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-3", "2542", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-3", "2543", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2544", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-3", "2545", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-3", "2546", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2547", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2548", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2549", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-4", "2550", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2551", "SYSTEM", "Field Read", " context=Writer:5, d"
"Thread-4", "2552", "SYSTEM", "Method Call", " caller=Writer:5#run:5, target=Database:1#done_write:18"
"Thread-4", "2553", "SYSTEM", "Method Entered", " "
"Thread-4", "2554", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2555", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2556", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2557", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-4", "2558", "SYSTEM", "Field Write", " context=Database:1, w=0"
"Thread-4", "2559", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2560", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-4", "2561", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2562", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2563", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-0", "2564", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2565", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2566", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-9", "2567", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2568", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2569", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2570", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2571", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "2572", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2573", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2574", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-5", "2575", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2576", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-6", "2577", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2578", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2579", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2580", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2581", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2582", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2583", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2584", "SYSTEM", "Method Exit", " returner=Database:1#done_write:18, value=<void>"
"Thread-0", "2585", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-4", "2586", "SYSTEM", "Method Returned", " "
"Thread-4", "2587", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2588", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-4", "2589", "SYSTEM", "Variable Write", " context=Writer:5#run:5, i=3"
"Thread-4", "2590", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2591", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2592", "SYSTEM", "Field Read", " context=Writer:5, d"
"Thread-0", "2593", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-4", "2594", "SYSTEM", "Method Call", " caller=Writer:5#run:5, target=Database:1#request_write:23"
"Thread-4", "2595", "SYSTEM", "Method Entered", " "
"Thread-4", "2596", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2597", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-4", "2598", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2599", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2600", "SYSTEM", "Field Write", " context=Database:1, w=1"
"Thread-0", "2601", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2602", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2603", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-0", "2604", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2605", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2606", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2607", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2608", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2609", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2610", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "2611", "SYSTEM", "Method Exit", " returner=Database:1#request_write:21, value=<void>"
"Thread-1", "2612", "SYSTEM", "Field Write", " context=Database:1, ww=2"
"Thread-0", "2613", "SYSTEM", "Method Returned", " "
"Thread-0", "2614", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2615", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2616", "SYSTEM", "Field Read", " context=Writer:1, d"
"Thread-1", "2617", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-0", "2618", "SYSTEM", "Field Read", " context=Writer:1, x"
"Thread-1", "2619", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "2620", "SYSTEM", "Method Call", " caller=Writer:1#run:1, target=Database:1#write:19"
"Thread-0", "2621", "SYSTEM", "Method Entered", " "
"Thread-0", "2622", "SYSTEM", "Variable Write", " context=Database:1#write:19, x=1"
"Thread-0", "2623", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2624", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2625", "SYSTEM", "Field Read", " context=Database:1, data"
